
📻┃央视,#genre#
CCTV4中文国际DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.96:4056$QQ群:884510250
CCTV5+-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.18:4056$QQ群:884510250
CCTV5+[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.101:4056$QQ群:884510250
CCTV5-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.6:4056$QQ群:884510250
CCTV5体育[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.133:4056$QQ群:884510250
CCTV6-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.7:4056$QQ群:884510250
CCTV6电影AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.233:4056$QQ群:884510250
CCTV7-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.8:4056$QQ群:884510250
CCTV7国防军事DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.116:4056$QQ群:884510250
CCTV8-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.9:4056$QQ群:884510250
CCTV8电视剧AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.234:4056$QQ群:884510250
CCTV9-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.10:4056$QQ群:884510250
CCTV9纪录DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.117:4056$QQ群:884510250
CCTV10-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.11:4056$QQ群:884510250
CCTV10科教DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.118:4056$QQ群:884510250
CCTV11-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.12:4056$QQ群:884510250
CCTV11戏曲DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.229:4056$QQ群:884510250
CCTV12-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.13:4056$QQ群:884510250
CCTV12社会与法DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.119:4056$QQ群:884510250
CCTV13-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.14:4056$QQ群:884510250
CCTV13新闻DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.206:4056$QQ群:884510250
CCTV14-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.15:4056$QQ群:884510250
CCTV14少儿DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.120:4056$QQ群:884510250
CCTV15-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.16:4056$QQ群:884510250
CCTV15体育AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.232:4056$QQ群:884510250
CCTV15音乐DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.230:4056$QQ群:884510250
CCTV16奥林匹克[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.142:4056$QQ群:884510250
CCTV17-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.19:4056$QQ群:884510250
CCTV17农业农村DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.228:4056$QQ群:884510250
CETV-1-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.60:4056$QQ群:884510250
CETV-4-AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.188:4056$QQ群:884510250
CETV1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.92:4056$QQ群:884510250
CHC动作电影[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.239:4056$QQ群:884510250
CHC家庭影院[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.238:4056$QQ群:884510250
CHC高清电影[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.240:4056$QQ群:884510250
东南卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.34:4056$QQ群:884510250
东南卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.215:4056$QQ群:884510250
东方卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.23:4056$QQ群:884510250
东方卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.111:4056$QQ群:884510250
云南卫视-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.42:4056$QQ群:884510250
五星体育[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.184:4056$QQ群:884510250
北京卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.24:4056$QQ群:884510250
北京卫视DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.109:4056$QQ群:884510250
北海新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.154:4056$QQ群:884510250
南宁公共[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.141:4056$QQ群:884510250
南宁影视娱乐[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.140:4056$QQ群:884510250
南宁文旅生活[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.139:4056$QQ群:884510250
南宁新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.241:4056$QQ群:884510250
吉林卫视-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.50:4056$QQ群:884510250
吉林卫视AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.143:4056$QQ群:884510250
和平游戏直播频道[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.201:4056$QQ群:884510250
四川卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.39:4056$QQ群:884510250
四川卫视DD5.1-384K[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.130:4056$QQ群:884510250
天津卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.28:4056$QQ群:884510250
天津卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.113:4056$QQ群:884510250
安徽卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.36:4056$QQ群:884510250
安徽卫视AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.211:4056$QQ群:884510250
容县电视台[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.194:4056$QQ群:884510250
百事通,http://www.dsmcloud.top:8888/udp/239.81.0.178:4056$QQ群:884510250
百事通4k,http://www.dsmcloud.top:8888/udp/239.81.0.01:4056$QQ群:884510250
山东卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.30:4056$QQ群:884510250
山东卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.114:4056$QQ群:884510250
广东卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.21:4056$QQ群:884510250
广东卫视DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.104:4056$QQ群:884510250
广告[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.124:4056$QQ群:884510250
广西IPTV[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.203:4056$QQ群:884510250
广西IPTV[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.208:4056$QQ群:884510250
广西卫视AC3-512[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.107:4056$QQ群:884510250
广西影视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.250:4056$QQ群:884510250
广西新闻[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.248:4056$QQ群:884510250
广西综艺旅游[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.214:4056$QQ群:884510250
广西都市[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.247:4056$QQ群:884510250
防城港新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.151:4056$QQ群:884510250
贵港新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.172:4056$QQ群:884510250
来宾综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.173:4056$QQ群:884510250
柳州新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.175:4056$QQ群:884510250
玉林,http://www.dsmcloud.top:8888/udp/239.81.0.177:4056$QQ群:884510250
桂林新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.174:4056$QQ群:884510250
梧州新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.176:4056$QQ群:884510250
求索|纪录[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.153:4056$QQ群:884510250
江苏卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.26:4056$QQ群:884510250
江苏卫视DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.106:4056$QQ群:884510250
江西卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.38:4056$QQ群:884510250
江西卫视AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.204:4056$QQ群:884510250
河北卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.32:4056$QQ群:884510250
河北卫视DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.94:4056$QQ群:884510250
河南卫视-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.41:4056$QQ群:884510250
河池新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.168:4056$QQ群:884510250
浙江卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.25:4056$QQ群:884510250
浙江卫视DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.108:4056$QQ群:884510250
海南卫视-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.45:4056$QQ群:884510250
深圳卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.27:4056$QQ群:884510250
深圳卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.103:4056$QQ群:884510250
湖北卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.29:4056$QQ群:884510250
湖北卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.112:4056$QQ群:884510250
湖南卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.22:4056$QQ群:884510250
湖南卫视DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.110:4056$QQ群:884510250
灵山县电视台[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.189:4056$QQ群:884510250
玉林新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.177:4056$QQ群:884510250
王者游戏直播频道[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.202:4056$QQ群:884510250
甘肃卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.207:4056$QQ群:884510250
百事测试[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.178:4056$QQ群:884510250
百事测试[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.179:4056$QQ群:884510250
百事测试[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.180:4056$QQ群:884510250
百事测试[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.183:4056$QQ群:884510250
百事测试[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.185:4056$QQ群:884510250
百事测试[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.186:4056$QQ群:884510250
百色综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.150:4056$QQ群:884510250
睛彩广场舞[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.193:4056$QQ群:884510250
睛彩竞技（试播）[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.190:4056$QQ群:884510250
睛彩篮球[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.191:4056$QQ群:884510250
睛彩羽毛球[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.192:4056$QQ群:884510250
精彩|影视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.152:4056$QQ群:884510250
纪实人文-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.70:4056$QQ群:884510250
纪实科教-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.69:4056$QQ群:884510250
芒果TV[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.100:4056$QQ群:884510250
贵州卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.33:4056$QQ群:884510250
贵州卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.95:4056$QQ群:884510250
贺州综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.163:4056$QQ群:884510250
辽宁卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.35:4056$QQ群:884510250
辽宁卫视AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.210:4056$QQ群:884510250
重庆卫视-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.44:4056$QQ群:884510250
金鹰卡通DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.148:4056$QQ群:884510250
金鹰纪实[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.91:4056$QQ群:884510250
黑龙江卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.31:4056$QQ群:884510250
黑龙江卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.105:4056$QQ群:884510250
钦州综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.164:4056$QQ群:884510250
河池新闻,http://www.dsmcloud.top:8888/udp/239.81.0.168:4056$QQ群:884510250
贵港,http://www.dsmcloud.top:8888/udp/239.81.0.172:4056$QQ群:884510250
来宾,http://www.dsmcloud.top:8888/udp/239.81.0.173:4056$QQ群:884510250
未知,http://www.dsmcloud.top:8888/udp/239.81.0.174:4056$QQ群:884510250
未知1,http://www.dsmcloud.top:8888/udp/239.81.0.175:4056$QQ群:884510250
未知2,http://www.dsmcloud.top:8888/udp/239.81.0.176:4056$QQ群:884510250
📽小地方,#genre#
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8$QQ群:884510250
经济,https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8$QQ群:884510250
公共,https://hls.ningxiahuangheyun.com/live/nxgg1M.m3u8$QQ群:884510250
文旅,https://hls.ningxiahuangheyun.com/live/nxwl1M.m3u8$QQ群:884510250
少儿,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8$QQ群:884510250
吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8$QQ群:884510250
吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8$QQ群:884510250
青铜峡公共,http://pili-live-hdl.nxdzsh.com/qtxdst/qtx.m3u8$QQ群:884510250
中宁综合,http://livepgc.cmc.ningxiahuangheyun.com/pgc/264a150c19de6a078f2b67fee2fa14fa.m3u8$QQ群:884510250
吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8?zningxd$QQ群:884510250
吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8?zningxd$QQ群:884510250
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8$QQ群:884510250
宁夏经济,https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8$QQ群:884510250
宁夏公共,https://hls.ningxiahuangheyun.com/live/nxgg1M.m3u8$QQ群:884510250
宁夏文旅,https://hls.ningxiahuangheyun.com/live/nxwl1M.m3u8$QQ群:884510250
宁夏少儿,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8$QQ群:884510250
银川公共,http://play-a2.quklive.com/live/1667883943560053.m3u8$QQ群:884510250
银川生活,http://play-a2.quklive.com/live/1667883987087179.m3u8$QQ群:884510250
银川文体,http://play-a2.quklive.com/live/1667884025738071.m3u8$QQ群:884510250
吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8$QQ群:884510250
吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8$QQ群:884510250
青铜峡公共,http://pili-live-hdl.nxdzsh.com/qtxdst/qtx.m3u8$QQ群:884510250
中宁综合,http://livepgc.cmc.ningxiahuangheyun.com/pgc/264a150c19de6a078f2b67fee2fa14fa.m3u8$QQ群:884510250
宁夏｜吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8?zningxd $QQ群:884510250
宁夏｜吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8?zningxd $QQ群:884510250
义乌新闻综合,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine$QQ群:884510250
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$QQ群:884510250
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$QQ群:884510250
浙江教科影院,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8$QQ群:884510250
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8$QQ群:884510250
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$QQ群:884510250
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$QQ群:884510250
中国蓝新闻,http://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8$QQ群:884510250
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8$QQ群:884510250
数码时代,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8$QQ群:884510250
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed$QQ群:884510250
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed$QQ群:884510250
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed$QQ群:884510250
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed$QQ群:884510250
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed$QQ群:884510250
淳安电视台,https://wtmtyoutlive.watonemt.com/f2p7vq/lf76v9.m3u8?zzhed$QQ群:884510250
淳安电视台,https://wtmtylive.yunshicloud.com/tbziu1/ad592j.m3u8?zzhed$QQ群:884510250
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed$QQ群:884510250
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed$QQ群:884510250
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed$QQ群:884510250
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed$QQ群:884510250
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed$QQ群:884510250
嵊州新闻综合,https://hlsv2.quklive.com/live/1626935015913208/index.m3u8?zzhed$QQ群:884510250
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed$QQ群:884510250
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed$QQ群:884510250
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed$QQ群:884510250
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed$QQ群:884510250
海宁新闻综合,http://live.hndachao.cn/xwzh/sd/live.m3u8?zzhed$QQ群:884510250
海宁生活服务,http://live.hndachao.cn/shfw/sd/live.m3u8?zzhed$QQ群:884510250
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed$QQ群:884510250
🇭🇰香港卫视频道,#genre#
凤凰卫视中文台,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8$QQ群:884510250
凤凰中文台,http://58.144.凤凰中文台,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8$QQ群:884510250
凤凰资讯台,http://58.144.154.93/qctv.fengshows.cn/live/0701pin72.m3u8$QQ群:884510250
凤凰香港台,http://58.144.154.93/qctv.fengshows.cn/live/0701phk72.m3u8$QQ群:884510250
凤凰中文台,http://110.42.45.20:810/xgpd/xxx.php?id=1$QQ群:884510250
凤凰资讯台,http://110.42.45.20:810/xgpd/xxx.php?id=2$QQ群:884510250
凤凰香港台,http://110.42.45.20:810/xgpd/xxx.php?id=3154.93/qctv.fengshows.cn/live/0701pcc72.m3u8$QQ群:884510250
凤凰资讯台,http://58.144.154.93/qctv.fengshows.cn/live/0701pin72.m3u8$QQ群:884510250
凤凰香港台,http://58.144.154.93/qctv.fengshows.cn/live/0701phk72.m3u8$QQ群:884510250
凤凰中文台,http://110.42.45.20:810/xgpd/xxx.php?id=1$QQ群:884510250
凤凰资讯台,http://110.42.45.20:810/xgpd/xxx.php?id=2$QQ群:884510250
凤凰香港台,http://110.42.45.20:810/xgpd/xxx.php?id=3$QQ群:884510250
凤凰资讯台,http://free.xiptv.x10.bz/kudou.php?id=122 $QQ群:884510250
凤凰香港台,http://free.xiptv.x10.bz/kudou.php?id=123$QQ群:884510250
凤凰卫视,http://58.144.154.93:80/qctv.fengshows.cn/live/0701pin72.m3u8$QQ群:884510250
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8$QQ群:884510250
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8$QQ群:884510250
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8$QQ群:884510250
凤凰中文,http://kuanglong.vicp.hk:2121/udp/239.93.16.31:8012$QQ群:884510250
凤凰资讯,http://kuanglong.vicp.hk:2121/udp/239.93.16.118:8708$QQ群:884510250
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$QQ群:884510250
凤凰中文,http://122.224.232.226:8888/udp/233.50.200.191:5140$QQ群:884510250
凤凰资讯,http://122.224.232.226:8888/udp/233.50.200.192:5140$QQ群:884510250
香港C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/index.m3u8$QQ群:884510250
香港32台,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8$QQ群:884510250
香港33台,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8$QQ群:884510250
香港34台,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8$QQ群:884510250
香港35台,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8$QQ群:884510250
鳳凰衛視香港台,http://beishan008.asuscomm.com:8890/bysid/85.m3u8$QQ群:884510250
鳳凰衛視香港台,http://zsntlqj.xicp.net:8896/bysid/85.m3u8 $QQ群:884510250
鳳凰衛視香港台,http://grandprix2023.asuscomm.com:8892/bysid/85.m3u8$QQ群:884510250
凤凰资讯,http://test.zapi.us.kg/?id=phtv-info$QQ群:884510250
凤凰资讯台,P2p://generationnexxxt.com:19806/3f7b6ed02526445e89ce536992d04ef5$QQ群:884510250
凤凰香港台,P2p://generationnexxxt.com:19806/51ed8623722a469f8caa15a0e12a6761$QQ群:884510250
凤凰卫视中文台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv$QQ群:884510250
凤凰卫视资讯台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv$QQ群:884510250
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8$QQ群:884510250
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$QQ群:884510250
凤凰中文,http://171.88.182.147:4022/udp/239.93.0.162:2192$QQ群:884510250
凤凰中文,http://171.88.182.147:4022/udp/239.93.1.9:2192$QQ群:884510250
凤凰资讯,http://183.234.238.18:8926/live1128.m3u8$QQ群:884510250
凤凰卫视,http://183.234.238.18:8927/live1129.m3u8$QQ群:884510250
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8$QQ群:884510250
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$QQ群:884510250
凤凰资讯,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226320/index.m3u8$QQ群:884510250
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8$QQ群:884510250
凤凰香港,https://epg.pw/stream/b3ab43b2415df405226d5b25f38e51432ca7d32b5a240e0aa1f3e201d181442f.m3u8$QQ群:884510250
凤凰香港,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226308/index.m3u8$QQ群:884510250
凤凰香港,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$QQ群:884510250
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv$QQ群:884510250
香港环球,http://zb.xzxwhcb.com:9999/hls/world.m3u8$QQ群:884510250
星空卫视,http://171.108.239.79:8181/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$QQ群:884510250
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193$QQ群:884510250
星空卫视,$QQ群:884510250
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8$QQ群:884510250
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$QQ群:884510250
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv$QQ群:884510250
香港卫视,http://ali-play.lezhibo.com/lezhibo/6ad788f1bbab4c689ecdc0d64a1e1601.m3u8$QQ群:884510250
香港明珠,http://grandprix2023.asuscomm.com:8892/bysid/2$QQ群:884510250
美亚电影,http://110.42.45.20:810/xgpd/xxx.php?id=27$QQ群:884510250
PopC,http://110.42.45.20:810/xgpd/xxx.php?id=28$QQ群:884510250
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8$QQ群:884510250
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8$QQ群:884510250
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8$QQ群:884510250
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8$QQ群:884510250
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8$QQ群:884510250
