臺灣 Taiwan,#genre#
Al-Jazeera,http://154.9.232.236/mlTW22588.php?id=aljazeera_twn
BBC World News,http://154.9.232.236/mlTW22588.php?id=Bbcnews
BBC World News,http://154.9.232.236/mlTW22588.php?id=bbcnews_twn
Bloomberg News,http://154.9.232.236/mlTW22588.php?id=bloomberg_twn
CBS HD,http://154.9.232.236/mlTW22588.php?id=cbshd_glo
CBSN HD,http://154.9.232.236/mlTW22588.php?id=cbsn_glo
CGTN,http://154.9.232.236/mlTW22588.php?id=CGTN
CNA,http://154.9.232.236/mlTW22588.php?id=cna
CNBC,http://154.9.232.236/mlTW22588.php?id=cnbc_twn
CNN International,http://154.9.232.236/mlTW22588.php?id=Cnn
CNN(備用),http://154.9.232.236/mlTW22588.php?id=cnn_twn
DW (Deutsch),http://154.9.232.236/mlTW22588.php?id=dw_twn
Fox News,http://154.9.232.236/mlTW22588.php?id=foxnews_twn
France 24,http://154.9.232.236/mlTW22588.php?id=france24_twn
NHK World,http://154.9.232.236/mlTW22588.php?id=nhkworld_japan
Skynews,http://154.9.232.236/mlTW22588.php?id=skynews_antik
東森財經新聞,http://154.9.232.236/mlTW22588.php?id=ettvcaijing_twn



兒童 Kids,#genre#
Animax,http://154.9.232.236/mlTW22588.php?id=Animax
Baby TV Eng,http://154.9.232.236/mlTW22588.php?id=Babytv
Baby TV,http://154.9.232.236/mlTW22588.php?id=babytv_twn
Boomerang Taiwan,http://154.9.232.236/mlTW22588.php?id=boomerang_twn
Boomerang,http://154.9.232.236/mlTW22588.php?id=Boomerang
CBeebies,http://154.9.232.236/mlTW22588.php?id=Cbeebies
Cartoon Network,http://154.9.232.236/mlTW22588.php?id=Cn
Disney Taiwan,http://154.9.232.236/mlTW22588.php?id=disneytwn_twn
Kids TV,http://154.9.232.236/mlTW22588.php?id=KidsTV
MiaoMi,http://154.9.232.236/mlTW22588.php?id=MiaoMi
Momo TV,http://154.9.232.236/mlTW22588.php?id=momo1_twn
Nick Jr,http://154.9.232.236/mlTW22588.php?id=Nickjr
Nickelodeon,http://154.9.232.236/mlTW22588.php?id=Nickelodeon
東森幼幼 Yoyo TV,http://154.9.232.236/mlTW22588.php?id=yoyo_twn
靖天卡通台,http://154.9.232.236/mlTW22588.php?id=jingtiancartoon_twn



英國 United Kingdom,#genre#
Al-Jazeera,http://154.9.232.236/mlTW22588.php?id=aljazeera_twn
Animal Planet (Eng),http://154.9.232.236/mlTW22588.php?id=AnimalPlanet
Axn HD,http://154.9.232.236/mlTW22588.php?id=Axn
BBC 1,http://154.9.232.236/mlTW22588.php?id=bbc1_antik
BBC 2,http://154.9.232.236/mlTW22588.php?id=bbc2_antik
BBC Earth HD,http://154.9.232.236/mlTW22588.php?id=bbcearth_twn
BBC Earth Lifestyle,http://154.9.232.236/mlTW22588.php?id=bbclifestyle_twn
BBC World News,http://154.9.232.236/mlTW22588.php?id=bbcworldnews_antik
Bloomberg News,http://154.9.232.236/mlTW22588.php?id=bloomberg_twn
Boomerang,http://154.9.232.236/mlTW22588.php?id=Boomerang
CBBC,http://154.9.232.236/mlTW22588.php?id=cbbc_antik
CBeebies,http://154.9.232.236/mlTW22588.php?id=Cbeebies
CGTN,http://154.9.232.236/mlTW22588.php?id=CGTN
CNBC,http://154.9.232.236/mlTW22588.php?id=cnbc_twn
Channel 4,http://154.9.232.236/mlTW22588.php?id=channel4_antik
DW (Deutsch),http://154.9.232.236/mlTW22588.php?id=dw_twn
Euronews,http://154.9.232.236/mlTW22588.php?id=euronews_antik
France 24,http://154.9.232.236/mlTW22588.php?id=france24_twn
Freesports,http://154.9.232.236/mlTW22588.php?id=freesports_antik
HBO HD,http://154.9.232.236/mlTW22588.php?id=Hbo
HGTV,http://154.9.232.236/mlTW22588.php?id=HGTV
History,http://154.9.232.236/mlTW22588.php?id=History
Hits Movie,http://154.9.232.236/mlTW22588.php?id=Hitsmovie
Kids TV,http://154.9.232.236/mlTW22588.php?id=KidsTV
MTV Live,http://154.9.232.236/mlTW22588.php?id=mtvhd_twn
More4,http://154.9.232.236/mlTW22588.php?id=more4_antik
NHK World,http://154.9.232.236/mlTW22588.php?id=nhkworld_japan
NatGeo HD,http://154.9.232.236/mlTW22588.php?id=Natgeo
NatGeo Wild HD,http://154.9.232.236/mlTW22588.php?id=Natgeowild
Nick Jr,http://154.9.232.236/mlTW22588.php?id=Nickjr
Nickelodeon,http://154.9.232.236/mlTW22588.php?id=Nickelodeon
Pick TV,http://154.9.232.236/mlTW22588.php?id=picktv_antik
Skynews,http://154.9.232.236/mlTW22588.php?id=skynews_antik
Skysports Arena,http://154.9.232.236/mlTW22588.php?id=tiankongarena
Skysports Cricket,http://154.9.232.236/mlTW22588.php?id=tiankongcricket
Skysports EPL,http://154.9.232.236/mlTW22588.php?id=tiankongepl
Skysports F1,http://154.9.232.236/mlTW22588.php?id=tiankongf1
Skysports Football,http://154.9.232.236/mlTW22588.php?id=tiankongfootball
Skysports Golf,http://154.9.232.236/mlTW22588.php?id=tiankonggolf
Skysports Main Event,http://154.9.232.236/mlTW22588.php?id=tiankongmain
Skysports News,http://154.9.232.236/mlTW22588.php?id=tiankongnews
Star Movies HD,http://154.9.232.236/mlTW22588.php?id=starmovies_raj
TLC,http://154.9.232.236/mlTW22588.php?id=Tlc
Thrill,http://154.9.232.236/mlTW22588.php?id=Thrill
Warner TV,http://154.9.232.236/mlTW22588.php?id=WarnerTV
itv 1,http://154.9.232.236/mlTW22588.php?id=itv1_antik
itv 2,http://154.9.232.236/mlTW22588.php?id=itv2_antik




泰國 Thailand,#genre#
Amarin,http://154.9.232.236/mlTW22588.php?id=amarin_pat
Ch 8,http://154.9.232.236/mlTW22588.php?id=ch8_pat
Channel 3 Thailand,http://154.9.232.236/mlTW22588.php?id=ch3_pat
Channel 5 Thailand,http://154.9.232.236/mlTW22588.php?id=ch5_pat
Channel 7 Thailand,http://154.9.232.236/mlTW22588.php?id=ch7_pat
Gmm Channel,http://154.9.232.236/mlTW22588.php?id=gmmchannel_pat
GmmOne,http://154.9.232.236/mlTW22588.php?id=gmmone_pat
MCOT HD Thailand-1,http://154.9.232.236/mlTW22588.php?id=mcot_pat
Mono,http://154.9.232.236/mlTW22588.php?id=mono_pat
Nation,http://154.9.232.236/mlTW22588.php?id=nation_pat
Nbt,http://154.9.232.236/mlTW22588.php?id=nbt_pat
New,http://154.9.232.236/mlTW22588.php?id=new_pat
PPTV Thailand1,http://154.9.232.236/mlTW22588.php?id=pptv_pat
TPTV,http://154.9.232.236/mlTW22588.php?id=tptv_pat
Thai Thai,http://154.9.232.236/mlTW22588.php?id=thaithai_pat
Thairath,http://154.9.232.236/mlTW22588.php?id=thairath_pat
Tnn24,http://154.9.232.236/mlTW22588.php?id=tnn24_pat
Workpoint,http://154.9.232.236/mlTW22588.php?id=workpoint_pat
tpbs,http://154.9.232.236/mlTW22588.php?id=tpbs_pat






印度 Indian,#genre#
Sun TV HD,http://154.9.232.236/mlTW22588.php?id=Suntv
Star Vijay,http://154.9.232.236/mlTW22588.php?id=Starvijay
Colors Tamil,http://154.9.232.236/mlTW22588.php?id=Colorstam_mega
Sun Music,http://154.9.232.236/mlTW22588.php?id=Sunmusic
Astro Sunlife,http://154.9.232.236/mlTW22588.php?id=Sunlife
Astro Vaanavil,http://154.9.232.236/mlTW22588.php?id=Vaanavil
Zee Tamil,http://154.9.232.236/mlTW22588.php?id=Zeetamil
Zee Business,http://154.9.232.236/mlTW22588.php?id=Zeebusiness
News 18 Tamil,http://154.9.232.236/mlTW22588.php?id=news18tamil_raj
Adithya,http://154.9.232.236/mlTW22588.php?id=Adithya
Makkal TV,http://154.9.232.236/mlTW22588.php?id=Makkaltv
Zee Action,http://154.9.232.236/mlTW22588.php?id=Zeeaction
Astro KTV,http://154.9.232.236/mlTW22588.php?id=Astroktv
Zee TV HD,http://154.9.232.236/mlTW22588.php?id=Zeetvhd
Zee Cinema HD,http://154.9.232.236/mlTW22588.php?id=Zeecinemahd
Color HD,http://154.9.232.236/mlTW22588.php?id=Colorhd
Starplus HD,http://154.9.232.236/mlTW22588.php?id=Starplushd
Picture HD,http://154.9.232.236/mlTW22588.php?id=Npicture
Zee News,http://154.9.232.236/mlTW22588.php?id=Zeenews
Asianet,http://154.9.232.236/mlTW22588.php?id=asianet_raj
Asianet News,http://154.9.232.236/mlTW22588.php?id=asianetnews_raj
Times Now,http://154.9.232.236/mlTW22588.php?id=timesnow_mega
BBC Earth Tamil,http://154.9.232.236/mlTW22588.php?id=bbcearthtam_raj
Discovery World Tamil,http://154.9.232.236/mlTW22588.php?id=discoveryworldtam_raj
History Tamil,http://154.9.232.236/mlTW22588.php?id=historytam_raj
NatGeo Tamil,http://154.9.232.236/mlTW22588.php?id=natgeotamil_raj
Natgeo Wild Tamil,http://154.9.232.236/mlTW22588.php?id=natgeowildtamil_raj
Discovery Kids Tamil,http://154.9.232.236/mlTW22588.php?id=discoverykidtamil_raj
Discovery Tamil,http://154.9.232.236/mlTW22588.php?id=discoverytamil_raj
Sony Yay Tamil,http://154.9.232.236/mlTW22588.php?id=sonyyaytam_raj
Sun TV India,http://154.9.232.236/mlTW22588.php?id=suntv_raj
Starmaa HD,http://154.9.232.236/mlTW22588.php?id=starmaa_raj
Starmaa Movies HD,http://154.9.232.236/mlTW22588.php?id=starmaamovies_raj
Bollyone,http://154.9.232.236/mlTW22588.php?id=Bollyone
Astro Sunmusic,http://154.9.232.236/mlTW22588.php?id=Sunmusic
Sony Pix HD,http://154.9.232.236/mlTW22588.php?id=sonypix_mega
Vijay Super,http://154.9.232.236/mlTW22588.php?id=vijaysuper_raj













