//软件库https://88qq.lanzouj.com/b089x50ri
🐯暮雨｜直播,#genre#
tvbs新闻频晴,P2p://generationnexxxt.com:19806/9c57ebc5e8974b6aa93db655c034f394.ts
三立新闻频晴,P2p://generationnexxxt.com:19806/4b28a89f9c8545f289f45572a3f6211c.ts
年代新闻频晴,P2p://generationnexxxt.com:19806/00b0fb08552945cbbaf718f9d815ca73.ts
非凡新闻频晴,P2p://generationnexxxt.com:19806/a9e59cdcc4b34963950e410282b0cc5a.ts
闽壹新闻频晴,p2p://generationnexxxt.com:19806/dc5cf9b6bd4a43aa973b9beea88e631b.ts
闽镜新闻频晴,p2p://generationnexxxt.com:19806/65372d81bcb84ef4b76dd34a6f0e32bc.ts
民视新闻频晴,P2p://generationnexxxt.com:19806/66d03c9100015ae66db035d4078f5fae.ts
中视新闻频晴,P2p://generationnexxxt.com:19806/55478ce7e701439081fa58bd7484ed61.ts
寰宇新闻频晴,P2p://generationnexxxt.com:19806/85339712438544e39f8e1adc29e709cb.ts
华视新闻频晴,P2p://generationnexxxt.com:19806/f67cc48897964d8984e9689aae66ab2b.ts
tvbs闽南频晴,P2p://generationnexxxt.com:19806/a9fd676ed5f844aea4b5157c9869c21f.ts
BBC闽南频晴,P2p://generationnexxxt.com:19806/213ee36f11ba4b9896c8440290ebca3b.ts
民视闽南频晴,P2p://generationnexxxt.com:19806/7ec1361b3be64f8881152c39785f043e.ts
台视闽南频晴,P2p://generationnexxxt.com:19806/333435199f804b03aad4410d4674aaeb.ts
中视闽南频晴,P2p://generationnexxxt.com:19806/695746eb4c094292a862a53216d54dac.ts
公视闽南频晴,P2p://generationnexxxt.com:19806/345c7e0b5a7545cfacafed5319da0351.ts
华视闽南频晴,P2p://generationnexxxt.com:19806/c507160e44d04f1aa6e2c60e22c441a2.ts
超视闽南频晴,P2p://generationnexxxt.com:19806/9cf45ab03b744e3696aeeb3aec844fa9.ts
LifeTime频晴,P2p://generationnexxxt.com:19806/bf267c69754941cab169e38f370a996b.ts
大爱_HD频晴,P2p://generationnexxxt.com:19806/3a1fb2af7f384a148c57899bb1b50dfb.ts
靖天国际频晴,P2p://generationnexxxt.com:19806/66d01f45000be4dd6d3dc7a4497611af.ts
霹雳台湾频晴,P2p://generationnexxxt.com:19806/0e3ab414dfb34fccb76d20665cd03da4.ts
居家乐活频晴,P2p://generationnexxxt.com:19806/66ae0f2200083377e82eafa94d5b1859.ts
美食星球频晴,P2p://generationnexxxt.com:19806/505e9e8d5e23415dbf20f648ce550451.ts
亚洲美食频晴,P2p://generationnexxxt.com:19806/c15e0431e20c41f897012bd5a9448642.ts
好消息壹台晴,P2p://generationnexxxt.com:19806/1a30100fbcbd4eefba5e050dbe0a1e46.ts
好消息贰台晴,P2p://generationnexxxt.com:19806/72bb041b67d54a9eaea10f25b744498d.ts
亚洲旅游频晴,P2p://generationnexxxt.com:19806/409459f958a04a5fa3609250df421445.ts
EYE-旅游频晴,P2p://generationnexxxt.com:19806/1b5889db59a04d41823ec45d93f5b4ed.ts
原民电视频晴,P2p://generationnexxxt.com:19806/cc83139680b54cc8a9409db178e18970.ts
三立综合频晴,P2p://generationnexxxt.com:19806/9242d668e2d940b788b6ebd710a6859a.ts
靖天资讯频晴,p2p://generationnexxxt.com:19806/cd8910ee348c41169783c521b48cc0d4.ts
靖天综合频晴,p2p://generationnexxxt.com:19806/243c040034614eacbbba9a6ef069e8cc.ts
靖天育乐频晴,p2p://generationnexxxt.com:19806/210977f16a5440aeab1d8d9a4b656320.ts
中视经典频晴,p2p://generationnexxxt.com:19806/0af2489f1229430f98b9b5839b30f023.ts
中视菁采频晴,p2p://generationnexxxt.com:19806/abf4b02e6c7d408ebc9947ae5b2e11c3.ts
客家电视频晴,P2p://generationnexxxt.com:19806/b923bc30313541b98c92f5c65f5a5cc6.ts
壹电视综频晴,P2p://generationnexxxt.com:19806/1854778028c04ac7a04c44b0811a4a23.ts
纬来精采频晴,P2p://generationnexxxt.com:19806/48897e6ffe254f23ba72a215dfbf5068.ts
ETto综合频晴,P2p://generationnexxxt.com:19806/8df6fe5bec0f497a8c78e3ac1f6b1f30.ts
台视综合频晴,P2p://generationnexxxt.com:19806/ace41b53448e4e41947dd3117f5c5e3d.ts
民视第一频晴,P2p://generationnexxxt.com:19806/36848de07694409e93dcc4f49171d87a.ts
民视台湾频晴,P2p://generationnexxxt.com:19806/670a82e5000bf5b351530257021e12c8.ts
靖天欢乐频晴,P2p://generationnexxxt.com:19806/292ac060fb694ab6bab52a705abd0444.ts
探索频道频晴,P2p://generationnexxxt.com:19806/105b21bae21944ad843946935d31e686.ts
龙华戏剧频晴,P2p://generationnexxxt.com:19806/57cd38447bf54bb194b50b519de2e928.ts
靖天戏剧频晴,p2p://generationnexxxt.com:19806/11ee7c52b96b498f8d7b904e3fdfd116.ts
靖洋戏剧频晴,p2p://generationnexxxt.com:19806/71d61e78b1bf41c98a302d886654ff4b.ts
靖天日本频晴,p2p://generationnexxxt.com:19806/4a9b159a879041ea9793ab44759a6115.ts
iFun动漫频晴,P2p://generationnexxxt.com:19806/be14f67c350040899575a7ee22080bc6.ts
韩国娱乐频晴,P2p://generationnexxxt.com:19806/c54fd41bb23d4e3db72036337f34d759.ts
达文西频道晴,P2p://generationnexxxt.com:19806/6bcc2881ed5e45ec9fa6b38c32034914.ts
动物星球频晴,P2p://generationnexxxt.com:19806/d0c346c10e1546efa18a7b43324385fb.ts
ROCK-频道晴,P2p://generationnexxxt.com:19806/b64cc1b25fdd4f67b34969e557cbd840.ts
卡通频道频晴,P2p://generationnexxxt.com:19806/9ce84e56a97d4f25b9f9ed6c7b799aaa.ts
NHK新闻频晴,P2p://generationnexxxt.com:19806/7817b74b04e6431095921ffa20d3b50b.ts
龙华电影频晴,P2p://generationnexxxt.com:19806/3351dd272f0b41d3bc376372fe35d7c6.ts
Smart-知识晴,P2p://generationnexxxt.com:19806/96e22211f4fc4bbba3e2662c25243663.ts
靖天映画频晴,P2p://generationnexxxt.com:19806/f7252ddcc10f4c1aa7eeba1e076fa391.ts
MO_亲子频晴,P2p://generationnexxxt.com:19806/49d5b57c646a4e34955f13b03e0bface.ts
靖天电影频晴,P2p://generationnexxxt.com:19806/322729d3e8b4423aa33c43960d73c772.ts
WARNER频晴,P2p://generationnexxxt.com:19806/89989aef89064df6af80054d37dae64d.ts
公视台语频晴,P2p://generationnexxxt.com:19806/dcc80b82d3f041d49d62d3848eb55cfc.ts
amc电影频晴,P2p://generationnexxxt.com:19806/0091215ed2cc4975abfd580dc83a2af1.ts
东森幼幼频晴,P2p://generationnexxxt.com:19806/117d1e6a6f074d72bf06662f2526810d.ts
HBOFamily晴,P2p://generationnexxxt.com:19806/a478d349433544c894aef4e3dc167d64.ts
Catc电影频晴,P2p://generationnexxxt.com:19806/810cf72605914e9f9c3e691629a980e3.ts
Cinema_频晴,P2p://generationnexxxt.com:19806/61482743f1b748859e4d444d27a427bf.ts
壹电视频道晴,P2p://generationnexxxt.com:19806/aec3251d6dcc4f29bef994c90adc1249.ts
纬来综合频晴,P2p://generationnexxxt.com:19806/d6f4bacf0bfa46db926c4d9d68bc92e6.ts
采昌影剧频晴,P2p://generationnexxxt.com:19806/539b893a79cb4e9da212c52b2c7dbceb.ts
佛卫慈悲频晴,P2p://generationnexxxt.com:19806/66dffac200024938ab2f2f3f093b4fe3.ts
八大第一频晴,P2p://generationnexxxt.com:19806/4c27879a32be460590ed561f0d133508.ts
八大戏剧频晴,P2p://generationnexxxt.com:19806/2ea9d0ceed7946cbba2fe95b1dd3ff34.ts
八大综合频晴,P2p://generationnexxxt.com:19806/8cd82984c82143ccb4d5efffc3a00e58.ts
八大娱乐频晴,P2p://generationnexxxt.com:19806/1f00741597cb41788810b3580e4e24f9.ts
八大优频道晴,P2p://generationnexxxt.com:19806/77525f1f53324b3b86b823988e40e76d.ts
三立戏剧频晴,P2p://generationnexxxt.com:19806/1dd5c258f8bd40f99e89659a2a4cea74.ts
三立iNEWS晴,P2p://generationnexxxt.com:19806/6ec25b8c951a47cfb921435fb1968c16.ts
三立台湾频晴,P2p://generationnexxxt.com:19806/0b9dde5b62bc4b72909c67a3914db4d5.ts
三立都会频晴,P2p://generationnexxxt.com:19806/800e74187ad64845b62e4776bcfb4984.ts
东森综合频晴,P2p://generationnexxxt.com:19806/66c9adfc000a37ef5413420e1b5919df.ts
中天综合频晴,p2p://generationnexxxt.com:19806/d07c7ed033fa4d66901af75caab59e06.ts
中天娱乐频晴,p2p://generationnexxxt.com:19806/41ddd02185bd4c94bedd9e65f8417c93.ts
东森戏剧频晴,p2p://generationnexxxt.com:19806/627f01a67cc04477b166c3640b075ce7.ts
tvbs欢乐频晴,p2p://generationnexxxt.com:19806/0c6fcbe8a4cf4f87bc35d21dd3db56c0.ts
tvbs精采频晴,P2p://generationnexxxt.com:19806/50e7d62d52934a2684fccc5b4bebf14e.ts
纬来戏剧频晴,p2p://generationnexxxt.com:19806/ad811f2756d24592b955384d4615c668.ts
高点综合频晴,p2p://generationnexxxt.com:19806/87ef49531c3c4f70b86874445d32ff0d.ts
Bloomberg晴,P2p://generationnexxxt.com:19806/ae2d2b3ad6094a0a9c6b89d375ef8ee9.ts
HIts频道台晴,P2p://generationnexxxt.com:19806/033e83ab97bd45429dc3c6bfa93f5acf.ts
东森财经频晴,P2p://generationnexxxt.com:19806/8298df48b0634aaa8b95fee3c4403627.ts
MO-综合频晴,P2p://generationnexxxt.com:19806/e88a66769592441c8ec2707b0a3b55e5.ts
东森电影频晴,p2p://generationnexxxt.com:19806/66adf84d000d5ed7e7d580f9459517f8.ts
纬来电影频晴,p2p://generationnexxxt.com:19806/73fb2db46b6c4ec885e3709d9b7a4983.ts
龙祥电影频晴,p2p://generationnexxxt.com:19806/de1564b31a434a6db767c896264c8117.ts
HBO频道频晴,P2p://generationnexxxt.com:19806/b6502375733b411f8a483287dfb88fec.ts
东森洋片频晴,P2p://generationnexxxt.com:19806/0159d2f949ee4f0789fbebd83511c029.ts
AXN电影频晴,P2p://generationnexxxt.com:19806/0de5c98575a9438ab79941da02cdd289.ts
好莱坞电影晴,P2p://generationnexxxt.com:19806/b68985624da8461ab44550d4895a027f.ts
CINE_MAX晴,P2p://generationnexxxt.com:19806/9bd0355949e34a9ebb1c17aa90c6fe10.ts
纬来育乐频晴,P2p://generationnexxxt.com:19806/0e514294c57546629949f011c46c8aa4.ts
纬来体育频晴,P2p://generationnexxxt.com:19806/e27081aaad61431d84f3eec0b5efd27e.ts
ELEVEN-频晴,P2p://generationnexxxt.com:19806/58405d91a62f498aab4dbe1b22bcdb22.ts
JET综合频晴,P2p://generationnexxxt.com:19806/c7de9dfe5a7d41788b38c79f334828fe.ts
国兴卫视频晴,P2p://generationnexxxt.com:19806/d7e6ca7abdd1412cb8707580d81dc8e4.ts
Z_电视频道晴,P2p://generationnexxxt.com:19806/a8b5b0745cf742eea2e1b8ef696a7574.ts
Animax_频晴,P2p://generationnexxxt.com:19806/cb00c0c9bd7547aeb88abef70afd4981.ts
人间卫视频晴,P2p://generationnexxxt.com:19806/f1d847758dca4be38a7a5d726548bef8.ts
尼克频道频晴,P2p://generationnexxxt.com:19806/5696628c865c4418bec1458632cb9fc5.ts
龙华偶像频晴,P2p://generationnexxxt.com:19806/a7b822eb3c86487b960d27a273d5e0b6.ts
TVN频道频晴,P2p://generationnexxxt.com:19806/1425d4463275418680ce31d1e5e543c4.ts
france24频晴,P2p://generationnexxxt.com:19806/cff5534d052046bf8a4d8b2047aaa7c0.ts
非凡商业频晴,P2p://generationnexxxt.com:19806/75d635caf96142a3807ed6c5f7e6240d.ts
公视叁台频晴,P2p://generationnexxxt.com:19806/f422804414034f0197cd5c19aa3b3a56.ts
大爱贰台频晴,P2p://generationnexxxt.com:19806/88596bd7c84d496998c0b2cbcc1ed946.ts
ELtv生活频晴,P2p://generationnexxxt.com:19806/f25ef62b4a244fbdaa6af6d267861f80.ts
靖洋卡通频晴,P2p://generationnexxxt.com:19806/0a4cf42c9f7743dbaa9bf0cdfe7de254.ts
靖天卡通频晴,P2p://generationnexxxt.com:19806/f7c80afa22084494905fe5b78aef269d.ts
Nick频道频晴,P2p://generationnexxxt.com:19806/66ae0e0c0003ff9de82a70a05bc00a78.ts
MEzzOLive晴,P2p://generationnexxxt.com:19806/67a56f04718f47f89114c8d9ae4107d7.ts
Cla_古典乐晴,P2p://generationnexxxt.com:19806/445d58f153db484f86c457ad0137623a.ts
爱尔达壹频晴,P2p://generationnexxxt.com:19806/03d333eae8a14c84b5ad4bbe27b4edbf.ts
爱尔达贰频晴,P2p://generationnexxxt.com:19806/bfb69131ecb14c6e8b8deeecee24d7ec.ts.ts
TRACSport晴,P2p://generationnexxxt.com:19806/36bb554b273a447281a3ae6c0101a4f5.ts

🐯暮雨｜四线,#genre#
28 AI 智慧賽馬,http://aktv.top/AKTV/live/aktv/28ai/AKTV.m3u8
Hoy 78,http://aktv.top/AKTV/live/aktv/hoy78/AKTV.m3u8
myTV SUPER 18台,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8
Now星影台,http://aktv.top/AKTV/live/aktv/now/AKTV.m3u8
PopC,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
ROCK Action,http://aktv.top/AKTV/live/aktv/rockaction/AKTV.m3u8
TVB Plus,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
TVB 星河台,http://aktv.top/AKTV/live/aktv/tvb/AKTV.m3u8
TVBS,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8
TVBS-新聞台,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
tvN,http://aktv.top/AKTV/live/aktv/tvn/AKTV.m3u8
三立綜合台,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8
三立財經新聞,http://aktv.top/AKTV/live/aktv/null-14/AKTV.m3u8
中天亞洲台,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
中天新聞台,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
中視,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
千禧經典台,http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8
娛樂新聞台(HK),http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8
寰宇新聞台,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8
无线新闻台(北美),http://aktv.top/AKTV/live/aktv/null-20/AKTV.m3u8
明珠剧集台(北美),http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
明珠台,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
無線新聞台,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
美亞電影台(HK),http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
翡翠剧集台(北美),http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
翡翠台(泰国),http://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8
翡翠综合台(北美),http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
華視,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
靖天電影台,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
鳳凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
鳳凰資訊,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
鳳凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
黃金翡翠台,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8
龍華日韓台,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
龍華經典台,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
龍華電影台,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
🐯暮雨｜五线,#genre#
民视,P2p://generationnexxxt.com:19806/7ec1361b3be64f8881152c39785f043e
台视,P2p://generationnexxxt.com:19806/333435199f804b03aad4410d4674aaeb
大爱,P2p://generationnexxxt.com:19806/3a1fb2af7f384a148c57899bb1b50dfb
中视,P2p://generationnexxxt.com:19806/695746eb4c094292a862a53216d54dac
霹雳台湾台,P2p://generationnexxxt.com:19806/0e3ab414dfb34fccb76d20665cd03da4
华视,P2p://generationnexxxt.com:19806/c507160e44d04f1aa6e2c60e22c441a2
公视,P2p://generationnexxxt.com:19806/345c7e0b5a7545cfacafed5319da0351
好消息,P2p://generationnexxxt.com:19806/1a30100fbcbd4eefba5e050dbe0a1e46
原住民电视台,P2p://generationnexxxt.com:19806/cc83139680b54cc8a9409db178e18970
客家电视台,P2p://generationnexxxt.com:19806/b923bc30313541b98c92f5c65f5a5cc6
台视综合台,P2p://generationnexxxt.com:19806/ace41b53448e4e41947dd3117f5c5e3d
探索频道,P2p://generationnexxxt.com:19806/105b21bae21944ad843946935d31e686
动物星球,P2p://generationnexxxt.com:19806/d0c346c10e1546efa18a7b43324385fb
CN卡通频道,P2p://generationnexxxt.com:19806/9ce84e56a97d4f25b9f9ed6c7b799aaa
MOMO亲子台,P2p://generationnexxxt.com:19806/49d5b57c646a4e34955f13b03e0bface
东森幼幼台,P2p://generationnexxxt.com:19806/117d1e6a6f074d72bf06662f2526810d
纬来综合台,P2p://generationnexxxt.com:19806/d6f4bacf0bfa46db926c4d9d68bc92e6
八大第一台,P2p://generationnexxxt.com:19806/4c27879a32be460590ed561f0d133508
八大综合台,P2p://generationnexxxt.com:19806/8cd82984c82143ccb4d5efffc3a00e58
三立台湾台,P2p://generationnexxxt.com:19806/0b9dde5b62bc4b72909c67a3914db4d5
三立都会台,P2p://generationnexxxt.com:19806/800e74187ad64845b62e4776bcfb4984
东森综合台,P2p://generationnexxxt.com:19806/66c9adfc000a37ef5413420e1b5919df
超视,P2p://generationnexxxt.com:19806/9cf45ab03b744e3696aeeb3aec844fa9
中天综合台,P2p://generationnexxxt.com:19806/d07c7ed033fa4d66901af75caab59e06
中天娱乐台,P2p://generationnexxxt.com:19806/41ddd02185bd4c94bedd9e65f8417c93
东森戏剧台,P2p://generationnexxxt.com:19806/627f01a67cc04477b166c3640b075ce7
八大戏剧台,P2p://generationnexxxt.com:19806/2ea9d0ceed7946cbba2fe95b1dd3ff34
TVBS欢乐台,P2p://generationnexxxt.com:19806/0c6fcbe8a4cf4f87bc35d21dd3db56c0
纬来戏剧台,P2p://generationnexxxt.com:19806/ad811f2756d24592b955384d4615c668
高点综合台,P2p://generationnexxxt.com:19806/87ef49531c3c4f70b86874445d32ff0d
Bloomberg TV,P2p://generationnexxxt.com:19806/ae2d2b3ad6094a0a9c6b89d375ef8ee9
HITS,P2p://generationnexxxt.com:19806/033e83ab97bd45429dc3c6bfa93f5acf
壹电视新闻台,P2p://generationnexxxt.com:19806/dc5cf9b6bd4a43aa973b9beea88e631b
东森新闻台,P2p://generationnexxxt.com:19806/efe003be84fe4042acbfe64fad630ad8
中天新闻台,P2p://generationnexxxt.com:19806/bd888b687e3347c3877aef741b187b33
民视新闻台,P2p://generationnexxxt.com:19806/66d03c9100015ae66db035d4078f5fae
三立新闻台,P2p://generationnexxxt.com:19806/4b28a89f9c8545f289f45572a3f6211c
TVBS新闻台,P2p://generationnexxxt.com:19806/9c57ebc5e8974b6aa93db655c034f394
TVBS,P2p://generationnexxxt.com:19806/a9fd676ed5f844aea4b5157c9869c21f
东森财经新闻台,P2p://generationnexxxt.com:19806/8298df48b0634aaa8b95fee3c4403627
非凡新闻台,P2p://generationnexxxt.com:19806/a9e59cdcc4b34963950e410282b0cc5a
MOMO综合台,P2p://generationnexxxt.com:19806/e88a66769592441c8ec2707b0a3b55e5
东森电影台,P2p://generationnexxxt.com:19806/66adf84d000d5ed7e7d580f9459517f8
纬来电影台,P2p://generationnexxxt.com:19806/73fb2db46b6c4ec885e3709d9b7a4983
龙祥电影,P2p://generationnexxxt.com:19806/de1564b31a434a6db767c896264c8117
HBO,P2p://generationnexxxt.com:19806/b6502375733b411f8a483287dfb88fec
东森洋片台,P2p://generationnexxxt.com:19806/0159d2f949ee4f0789fbebd83511c029
AXN,P2p://generationnexxxt.com:19806/0de5c98575a9438ab79941da02cdd289
好莱坞电影台,P2p://generationnexxxt.com:19806/b68985624da8461ab44550d4895a027f
CINEMAX,P2p://generationnexxxt.com:19806/9bd0355949e34a9ebb1c17aa90c6fe10
纬来育乐台,P2p://generationnexxxt.com:19806/0e514294c57546629949f011c46c8aa4
纬来体育台,P2p://generationnexxxt.com:19806/e27081aaad61431d84f3eec0b5efd27e
ELEVEN体育1台,P2p://generationnexxxt.com:19806/58405d91a62f498aab4dbe1b22bcdb22
JET综合台,P2p://generationnexxxt.com:19806/c7de9dfe5a7d41788b38c79f334828fe
国兴卫视,P2p://generationnexxxt.com:19806/d7e6ca7abdd1412cb8707580d81dc8e4
Z频道,P2p://generationnexxxt.com:19806/a8b5b0745cf742eea2e1b8ef696a7574
Animax,P2p://generationnexxxt.com:19806/cb00c0c9bd7547aeb88abef70afd4981
人间卫视,P2p://generationnexxxt.com:19806/f1d847758dca4be38a7a5d726548bef8
尼克儿童频道,P2p://generationnexxxt.com:19806/5696628c865c4418bec1458632cb9fc5
八大娱乐台,P2p://generationnexxxt.com:19806/1f00741597cb41788810b3580e4e24f9
三立iNEWS,P2p://generationnexxxt.com:19806/6ec25b8c951a47cfb921435fb1968c16
龙华偶像,P2p://generationnexxxt.com:19806/a7b822eb3c86487b960d27a273d5e0b6
tvN,P2p://generationnexxxt.com:19806/1425d4463275418680ce31d1e5e543c4
France24,P2p://generationnexxxt.com:19806/cff5534d052046bf8a4d8b2047aaa7c0
非凡商业台,P2p://generationnexxxt.com:19806/75d635caf96142a3807ed6c5f7e6240d
公视3台,P2p://generationnexxxt.com:19806/f422804414034f0197cd5c19aa3b3a56
大爱2台,P2p://generationnexxxt.com:19806/88596bd7c84d496998c0b2cbcc1ed946
ELTV生活英语台,P2p://generationnexxxt.com:19806/f25ef62b4a244fbdaa6af6d267861f80
靖洋卡通Nice Bingo,P2p://generationnexxxt.com:19806/0a4cf42c9f7743dbaa9bf0cdfe7de254
靖天卡通台,P2p://generationnexxxt.com:19806/f7c80afa22084494905fe5b78aef269d
Nick Jr.,P2p://generationnexxxt.com:19806/66ae0e0c0003ff9de82a70a05bc00a78
Mezzo Live,P2p://generationnexxxt.com:19806/67a56f04718f47f89114c8d9ae4107d7
CLASSICA 古典乐,P2p://generationnexxxt.com:19806/445d58f153db484f86c457ad0137623a
爱尔达体育1台(备),P2p://generationnexxxt.com:19806/03d333eae8a14c84b5ad4bbe27b4edbf
爱尔达体育2台,P2p://generationnexxxt.com:19806/bfb69131ecb14c6e8b8deeecee24d7ec
TRACE Sport Stars,P2p://generationnexxxt.com:19806/36bb554b273a447281a3ae6c0101a4f5
博斯高球,P2p://generationnexxxt.com:19806/10e28a2c31fe4fe8b3975961dec3503e
博斯高球二台,P2p://generationnexxxt.com:19806/5e2abda89475440bbe692e436b34fb4c
博斯网球台,P2p://generationnexxxt.com:19806/3ffce834097d40fa9036d0c469bafefd
博斯魅力网,P2p://generationnexxxt.com:19806/32f5f3d37bcd40fcae18bd08abae308c
博斯无限台,P2p://generationnexxxt.com:19806/1e3e2f8b028942b8b09b48b34591ba6d
博斯无限二台,P2p://generationnexxxt.com:19806/d8017a7c96504c7b8f7aaf6a563d11dc
博斯运动,P2p://generationnexxxt.com:19806/1939cbb0de3449739f1dd5738bfa99e4
ELEVEN体育2台,P2p://generationnexxxt.com:19806/962f4658c222459687c8b7bd377bb479
智林体育台,P2p://generationnexxxt.com:19806/2eb49b88b20146879f4c2af756b30118
博斯运动二台,P2p://generationnexxxt.com:19806/2ca1d7e7072f4fd5b84e9d0c926b9001
HBO强档巨献,P2p://generationnexxxt.com:19806/1d907359fd8c4923974922b4eb578f2f
HBO原创巨献,P2p://generationnexxxt.com:19806/c19ca194059f4acfb73a741c8c338077
BBC Earth,P2p://generationnexxxt.com:19806/fb4d216ac7be4ebfa08b4bf8d9f75e68
Discovery Asia,P2p://generationnexxxt.com:19806/08cffd0fa7a84d28bec4610847d9ff3d
Discovery科学频道,P2p://generationnexxxt.com:19806/5eb5ac6d3cf243b69bce16ad8e841668
DMAX,P2p://generationnexxxt.com:19806/9b992512290045e38428a3eeb59fba0e
EVE,P2p://generationnexxxt.com:19806/d1b33ee5f9f24913829c3abb5bed41dc
历史频道,P2p://generationnexxxt.com:19806/00e210433760435d8f35de74e1a47522
罪案侦缉频道,P2p://generationnexxxt.com:19806/95625d26452949c1a6ee4f6dbc71d230
BBC Lifestyle,P2p://generationnexxxt.com:19806/213ee36f11ba4b9896c8440290ebca3b
Lifetime,P2p://generationnexxxt.com:19806/bf267c69754941cab169e38f370a996b
KLT-靖天国际台,P2p://generationnexxxt.com:19806/66d01f45000be4dd6d3dc7a4497611af
HGTV居家乐活频道,P2p://generationnexxxt.com:19806/66ae0f2200083377e82eafa94d5b1859
Love Nature,P2p://generationnexxxt.com:19806/9b1ff285caf24a37b83e6e64c9cd99d6
美食星球,P2p://generationnexxxt.com:19806/505e9e8d5e23415dbf20f648ce550451
亚洲美食频道,P2p://generationnexxxt.com:19806/c15e0431e20c41f897012bd5a9448642
亚洲旅游台,P2p://generationnexxxt.com:19806/409459f958a04a5fa3609250df421445
EYE TV旅游台,P2p://generationnexxxt.com:19806/1b5889db59a04d41823ec45d93f5b4ed
好消息2台,P2p://generationnexxxt.com:19806/72bb041b67d54a9eaea10f25b744498d
三立综合台,P2p://generationnexxxt.com:19806/9242d668e2d940b788b6ebd710a6859a
靖天资讯台,P2p://generationnexxxt.com:19806/cd8910ee348c41169783c521b48cc0d4
靖天综合台,P2p://generationnexxxt.com:19806/243c040034614eacbbba9a6ef069e8cc
靖天育乐台,P2p://generationnexxxt.com:19806/210977f16a5440aeab1d8d9a4b656320
中视经典台,P2p://generationnexxxt.com:19806/0af2489f1229430f98b9b5839b30f023
中视菁采台,P2p://generationnexxxt.com:19806/abf4b02e6c7d408ebc9947ae5b2e11c3
TVBS精采台,P2p://generationnexxxt.com:19806/50e7d62d52934a2684fccc5b4bebf14e
壹电视综合,P2p://generationnexxxt.com:19806/1854778028c04ac7a04c44b0811a4a23
纬来精采,P2p://generationnexxxt.com:19806/48897e6ffe254f23ba72a215dfbf5068
ETtoday综合台,P2p://generationnexxxt.com:19806/8df6fe5bec0f497a8c78e3ac1f6b1f30
民视第一台,P2p://generationnexxxt.com:19806/36848de07694409e93dcc4f49171d87a
民视台湾台,P2p://generationnexxxt.com:19806/670a82e5000bf5b351530257021e12c8
Nice TV靖天欢乐台,P2p://generationnexxxt.com:19806/292ac060fb694ab6bab52a705abd0444
八大优频道,P2p://generationnexxxt.com:19806/77525f1f53324b3b86b823988e40e76d
三立戏剧台,P2p://generationnexxxt.com:19806/1dd5c258f8bd40f99e89659a2a4cea74
龙华戏剧,P2p://generationnexxxt.com:19806/57cd38447bf54bb194b50b519de2e928
靖天戏剧台,P2p://generationnexxxt.com:19806/11ee7c52b96b498f8d7b904e3fdfd116
靖洋戏剧台,P2p://generationnexxxt.com:19806/71d61e78b1bf41c98a302d886654ff4b
靖天日本台,P2p://generationnexxxt.com:19806/4a9b159a879041ea9793ab44759a6115
i-Fun动漫台,P2p://generationnexxxt.com:19806/be14f67c350040899575a7ee22080bc6
韩国娱乐台,P2p://generationnexxxt.com:19806/c54fd41bb23d4e3db72036337f34d759
达文西频道,P2p://generationnexxxt.com:19806/6bcc2881ed5e45ec9fa6b38c32034914
ROCK Extreme,P2p://generationnexxxt.com:19806/b64cc1b25fdd4f67b34969e557cbd840
中视新闻台,P2p://generationnexxxt.com:19806/55478ce7e701439081fa58bd7484ed61
